,o_body,verdict
2283,Photographs show a 15-foot diamondback rattlesnake captured in Florida.,real photographs; inaccurate description
2284,"Farmers feed their cattle candy, such as Skittles.",true
2285,Women's menstrual cycles synchronize when they live or work in close proximity to one another.,unproven
2286,Letter from Indiana state representative accuses the Girl Scouts of being a radicalized organization that promotes abortions and homosexuality.,mixture
2287,"Mark Zuckerberg is giving $1,000 away to Facebook users who refrain from sharing hoaxes.",false
2288,Some or all of the proceeds of Girl Scout Cookies are disbursed to Planned Parenthood.,false
2289,All live music played anywhere in the U.S. now requires a permit from the Department of Homeland Security.,false
2290,The Gerber Baby is a likeness of Humphrey Bogart as an infant.,false.
2291,"An Indiana man filmed Comcast Xfinity repairmen causing automobile accidents, then refusing to take responsibility.",true
2292,Disney is replacing the 'Tower of Terror' attraction with a 'Guardians of the Galaxy' themed ride at their Disney California Adventure Park.,true
2293,One of the Jalal Brothers was shot while filming a prank video.,false
2294,Will Smith has died during surgery following an accident.,false
2295,Chelsea Clinton's home is actually a medical care facility for Hillary Clinton in order to more effectively hide and treat her health problems.,false
2296,Turkey legs sold in Disney's theme are actually emu legs.,false
2297,The Home Depot chain of stores is declining to do business with the federal government.,not any more.
2298,A death row inmate named Jeremy Morris ate a Bible as his last meal.,false
2299,The presidential practice of pardoning a live turkey before Thanksgiving originated with President Harry Truman in 1947.,false
2300,An Oklahoma City McDonald's outlet was caught with horse meat and human meat in their freezers.,false
2301,Lady Gaga's halftime performance at the 2017 Super Bowl took the form of a Satanic ritual.,false
2302,The Red Lobster chain is about to close its doors and go out of business for good.,false
2303,Bernie Sanders was omitted from the Chicago primary ballot.,false
2304,A video shows Israeli Prime Minister Benjamin Netanyahu telling Hillary Clinton that he wants to maximize civilian casualties.,false
2305,The name of the Christian holy day known as 'Good Friday' derives from the term 'God's Friday.,false
2306,A Taiwanese airliner dumped human waste onto the top deck of a cruise ship.,false
2307,Photographs of a six-year-old Happy Meal document that McDonald's food items don't break down or rot like 'real' food.,mostly false
2308,"A video shows a glass jar being cut with nothing more than water, oil and heat.",unproven
2309,Video clip shows an elementary school stage production of Scarface.,false
2310,Massachusetts is no longer mailing notifications for driver's license renewals.,true.
2311,Gary Johnson once said 'global warming is in our future' because 'the sun is going to actually grow and encompass the Earth.,mostly true
2312,Facebook is blocking links to the web site for Kirk Cameron's film Unstoppable.,outdated
2313,"'American Chopper' star Paul Teutul, Sr. was killed in a motorcycle accident in April 2016.",false
2314,Photographs show a public toilet made with one-way glass walls.,true
2315,Saudi Arabian King Salman has issued an order allowing women more access to services.,mostly true
2316,"Photographs show a 'hotelicopter,' a helicopter which houses a flying 18-cabin hotel.",false
2317,Photograph shows Christmas wreaths laid at headstones in Arlington National Cemetery.,true
2318,A stunned animal dressed up for a photo gains revenge on his tormentors.,legend
2319,Eating farm-raised tilapia and other fish from China is dangerous.,mixture
2320,Hillary Clinton once said that 'women have always been the primary victims of war.,true
2321,"Millions of Muslims protested against the Islamic State in November 2016, but a 'media blackout' prevented people from hearing about the event.",mostly false
2322,An 8-year-old Yemeni girl was forced to marry a 40-year-old man and then died of vaginal injuries on their wedding night.,unproven
2323,A Japanese study found electronic cigarettes (popularly called 'e-cigs') contain ten times as many carcinogens as tobacco cigarettes.,mostly false
2324,Women in a dangerous situation at a bar can order an angel shot to ensure safe passage into an Uber and away from a frightening man.,mixture
2325,A video shows a driverless Uber running a red light in San Francisco.,mixture
2326,An obese man is suing Golden Corral because he was kicked out after spending seven hours at their buffet.,false
2327,Signing an e-petition to President Bush will help get organized prayer reinstated in public schools.,not likely.
2328,"Fourteen teenaged girls went missing in Washington, D.C., within 24 hours.",mixture
2329,A gruesome photograph of a shredded hand depicts a 'new punishment for reading the Bible' in Saudi Arabia.,false
2330,Pope Francis has endorsed Bernie Sanders for President.,false
2331,E-mail describes a case of three women being slipped Rohypnol by a St. Louis bartender and then raped.,false
2332,A video shows worms found by a consumer inside the candy wrappers of Ferrero Rocher chocolates.,unproven
2333,A display at the National World War II Memorial excised the words 'So help us God' from a speech by President Roosevelt.,false
2334,Photographs show a new species of 'giant sea spider' recently discovered in the Antarctic.,false
2335,Video shows a pedestrian being run over and beaten in Detroit.,real video; inaccurate description
2336,"A five-year-old girl named Sabrina Fair Allen is missing from her Austin, Texas, home.",outdated
2337,Comedian Bill Cosby's remarks form the basis of a 'We Can't Blame White People' essay.,correctly attributed
2338,Donald Trump plagiarized portions of 'Bee Movie' and 'Avatar' for his inaugural address.,false
2339,A Facebook page is giving away luxury RV's to users who like and share their page.,scam
2340,Photograph depicts a rabbit subjected to animal testing at the L'Oreal cosmetic company's labs.,real image; inaccurate description
2341,List reproduces various 'Marxist' statements made by Hillary Clinton.,mixture
2342,"Hillary Clinton is disqualified from holding the office of President under the provisions of U.S. Code Title 18, Section 2071.",mostly false
2343,An image shows a 'Blood of Jesus on the Cross' flower that only blooms during Holy Week.,false
2344,Thomas Sowell penned a letter to the editor of the Knoxville News-Sentinel about the Occupy Wall Street movement.,incorrectly attributed
2345,President Bill Clinton held up air traffic at LAX in 1993 to get a $200 haircut on Air Force One.,false
2346,Hillary Clinton said several insulting things about Michelle Obama in a leaked 20 October 2016 e-mail.,false
2347,A total of 351 mass shootings took place in the U.S. during the first 334 days of 2015.,mixture
2348,"Reusing, freezing, or heating plastic water bottles will cause them to break down into carcinogenic compounds or release dioxins.",mixture
2349,Former Navy SEAL Chris Heben was shot following a parking lot altercation and drove himself to the hospital after pursuing his assailant[s].,undetermined
