,verdict,claim
7805,False,Doxycycline may not cause diarrhea.
7806,False,"The Block (album)'s single was released on November 18, 2008."
7807,True,Mutiny on the Bounty is based on a pre-existing property.
7808,True,Psych (season 2) aired on the USA Network originally.
7809,False,Chinatown is a 1974 Chevy.
7810,True,Military deception overlaps with psychological warfare.
7811,False,Elizabeth of York was single.
7812,True,Emmanuel Macron worked as an inspector.
7813,True,Nawaz Sharif is a current Pakistani politician.
7814,True,Taarak Mehta Ka Ooltah Chashmah is a sitcom.
7815,False,The Premier League Asia Trophy was formerly called the grave digger.
7816,False,Andrea Pirlo is an American professional footballer.
7817,True,The Wonder Years was awarded an Emmy Award.
7818,False,A fellow Protestant murdered King Henry III of France.
7819,True,"Massachusetts contains Watertown, Massachusetts."
7820,False,The Chaperone (film) was directed by Michael Bay only.
7821,True,American Idol (season 8) had at least one judge.
7822,False,"Dev Patel starred in Chappie, an animated movie."
7823,False,The Love Club EP is the debut extended play by Banks.
7824,False,Quay premiered in 2017.
7825,False,Story of My Life was recorded exclusively by a girl band.
7826,True,William Howard Taft had personal ambition to become chief justice.
7827,True,Mercedes-Benz is a vehicle manufacturer.
7828,True,Alvin and the Chipmunks's director was Tim Hill.
7829,True,Medical school around the world vary in admission structure.
7830,False,Jenny McCarthy was not Playmate of the Year.
7831,True,The Battle of the Trebia took place in the province of Piacenza in Roman Italy.
7832,False,Mercedes-Benz is a division of BMW.
7833,False,Anna Nicole Smith refused to model.
7834,True,"There are currently 15,882,417 Mormon members as of 2017."
7835,True,Keegan-Michael Key played President Barack Obama's anger translator.
7836,True,Agent Raghav – Crime Branch was nominated for an award.
7837,False,Live Nation Entertainment is British.
7838,False,Psych (season 2) originally aired off of the USA Network.
7839,True,"On April 10, 2008 Shomu Mukherjee died."
7840,True,An Education is a coming-of-age drama film.
7841,False,Tennessee is a producer of grain.
7842,True,Rebel in the Rye premiered in 2017.
7843,False,The Siege of Fort Stanwix ended in May.
7844,True,The Dodo has been depicted with feet.
7845,False,Project Y's mission was to destroy the first atomic bombs.
7846,False,Gotham premiered in 2010.
7847,True,1984 was the year The Hit was released.
7848,False,The Group of 15 is only comprised of European countries.
7849,True,"The Last Song (film) ended filming on August 18th, 2009."
7850,True,Talulah Riley makes an appearance in The Boat That Rocked.
7851,False,The Book of Mormon was awarded only six Tony Awards.
7852,False,Betsy Hodges was not elected.
7853,False,Jean-Jacques Dessalines was a cheerleader of the Pittsburgh Steelers.
7854,False,Python lacks support for imperative programing.
7855,True,A player-coach may be an assistant coach or head coach.
7856,False,The Indian National Congress was disbanded in December 1885.
7857,True,"Phoenix, Arizona is in the southwestern United States."
7858,False,Issa Rae created The Galactic Empire.
7859,False,Jonah Hill did not make $16 million dollars in 2014.
7860,False,Kyra Sedgwick has yet to have a role in a series.
7861,True,Trouble with the Curve stars an actor.
7862,False,"In 2005, The Quiet was released."
7863,True,James Spader starred in a controversial psychological thriller.
7864,True,Maria Theresa's father died in 1740.
7865,False,Robinson Crusoe on Mars was only ever a book.
7866,False,Live Nation Entertainment formed from the merger of Exelon and Ticketmaster.
7867,False,"Matt Bomer was only born on May 11, 1977."
7868,False,Brown University's main campus is located in the least populous city in Connecticut.
7869,True,Anne Boleyn is an influential person that was mentioned in many artistic and cultural work.
7870,False,Jarhead starred Harrison Ford as U.S. Marine Anthony Swofford.
7871,True,Blank Space is on a top 10 list in the country United Kingdom.
7872,True,"Charles Howard Hinton was a mathematician from Britain, although he died in America."
7873,False,The House of the Spirits won fence.
7874,False,Yugoslavia was outside Southeast Europe.
7875,False,Spider-Man 2 is a horror film.
7876,False,Fiji Hindi is a Western Hindi language.
7877,True,Alan Shepard retired from the US Navy in August of 1974.
7878,True,Two parties claim to be the official government of China.
7879,False,Two and a Half Men starred Jamie Fox.
7880,True,Ragtime features Samuel L. Jackson.
7881,True,You Only Live Twice is a Bond film.
7882,True,Johann Wolfgang von Goethe published the first part of Faust in 1808.
7883,True,Kevin Bacon acted in a television show.
7884,False,Kaya Scodelario refuses to be an actress.
7885,True,Solanum contains ripe horse nettles.
7886,False,Fuller House (TV series) is a sequel to a radio series.
7887,True,The Punisher is American.
7888,True,Telephone consists of an expanded musical element.
7889,True,Grease was a cinematic work.
7890,False,No Way Out is by Eminem.
7891,True,Azithromycin is viewed under many trade names worldwide.
7892,True,The Chaperone (film) is a creative work.
7893,True,Exotic Birds opened for an award-winning music duo.
7894,True,Heaven Can Wait came out.
7895,False,Carey Hayes is only a German lawyer.
7896,False,Ian Gillan is a producer.
7897,False,Musala is the highest peak in the Arabic Peninsula.
7898,False,Annie is a car.
7899,False,Java was formed by only tectonic shifts.
7900,True,The Ellen Show began its broadcast in the 21st century.
7901,True,Scandinavia does not include Greenland.
7902,True,Cleopatre premiered in an author's lifetime.
7903,True,Birmingham is in the West Midlands.
7904,True,Ed Decter is a film director.
7905,True,The Winds of Winter book six in a series of novels.
7906,False,One of the co-executive producers of Buffy the Vampire Slayer was Korean.
7907,True,Heaven Can Wait was filmed after Here Comes Mr. Jordan.
7908,True,Spider-Man 2 was released in the 2000s.
7909,False,Timur was an Arabian lord.
7910,True,Mikhail Prokhorov is an erstwhile chairman of Polyus Gold.
7911,False,The New England Patriots won six Super Bowls.
7912,True,Jimi Hendrix was a parachutist in the military.
7913,True,Anna Nicole Smith worked for multiple fashion companies.
7914,False,Sands Hotel and Casino was established before Sahara Hotel and Casino.
7915,True,Solanum contains plants with ornamental roses.
7916,True,Aubrey Anderson-Emmons is a child actress.
7917,True,A President of the United States was the person who delivered the Gettysburg Address.
7918,True,Dan Brown wrote a book.
7919,True,Times when movies are playing can be returned by Google Search.
7920,False,Nina Jacobson has no experience in film.
7921,False,The Little Prince (2015 film) is a Canadian 3D animated film.
7922,True,There is a show called The Office (US).
7923,False,Gory Guerrero is still alive.
7924,False,Betsy Hodges was never a candidate for an election.
7925,False,Sherilyn Fenn is not an actress.
7926,True,Catherine Keener appeared in the 2007 film Into the Wild.
7927,False,Pearl (Steven Universe) exists as a magical dog.
7928,False,Python features a dynamic avenger.
7929,True,Sky UK is a company which serves the United Kingdom.
7930,True,Jefferson Davis grew up.
7931,False,Eric Bana has avoided the comedian profession completely.
7932,False,The X-Files refused to cast David Duchovny.
7933,True,Manchester United's first name was the Newton Heath LYR Football Club.
7934,True,Dev Patel has not worked with Neill Blomkamp.
7935,False,Antigua is a part of Indonesia.
7936,True,"The Airbus A380 made its first flight on April 27, 2015."
7937,False,The Selma to Montgomery marches were part of a broader voting rights movement underway in Tuscaloosa.
7938,True,"In reply to two songs from Neil Young's album Harvest, Lynyrd Skynyrd wrote Sweet Home Alabama."
7939,True,"In 1900, FC Bayern Munich was founded."
7940,True,One of the co-executive producers of Buffy the Vampire Slayer was Jane Espenson.
7941,True,Story of My Life was recorded by an English Irish band.
7942,True,Kevin Bacon appeared in a film Barry Levinson directed.
7943,True,Jamie Lee Curtis starred in John Carpenter's Halloween as teenager Laurie Strode.
7944,True,Robinson Crusoe on Mars was a science fiction film.
7945,False,Team Fortress 2 is incapable of being developed.
7946,True,The Thin Red Line (1998 film) features a performance by an American actor born in the 1960s.
7947,False,Touch My Body is a diet drink.
7948,False,The Latvian Soviet Socialist Republic was destroyed before becoming a republic of the Union of Soviet Socialist Republics.
7949,True,Southern Hospitality peaked at number 23 on the Top 40 in 2001.
7950,False,Vera Wang's middle name is Jessica.
7951,False,"James, Viscount Severn has no relation to Prince Edward."
7952,True,"Charlotte, North Carolina was the second-largest banking center in the United States from 1995 to 2017."
7953,True,Sands Hotel and Casino got its start after Sahara Hotel and Casino.
7954,True,Temple Grandin stars Claire Danes as Temple Grandin.
7955,False,A staging area is only an unused piece of land.
7956,True,Pharmacology is a science.
7957,True,Tangled was released in 2010.
7958,True,Sabbir Khan directed a film starring an Indian actress.
7959,False,UNESCO's City of Literature program was launched in 2011.
7960,False,Camp Flog Gnaw is hosted by a dog.
7961,False,The American actor that plays Chumlee was born on the 10th.
7962,False,The Danish language is spoken only outside of Spain.
7963,True,Part of The Last Song (film) was filmed on a beach.
7964,True,Anne Boleyn lived in England.
7965,False,Elizabeth of York's father was Edward II.
7966,True,Samsung entered the electronics industry in the late 20th century.
7967,True,The Siege of Smyrna involved Timur.
7968,True,Faye Resnick is known for her appearances on television.
7969,True,Sensitive Skin's first series aired on a television channel.
7970,True,Richard LaGravenese directed the film P.S I Love You (film).
7971,True,Coins of the Swiss franc are used in Liechtenstein.
7972,False,Gray Matters only stars Jack Black.
7973,True,Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation.
7974,False,Bill Graham Civic Auditorium was built in Florida.
7975,True,Barbarella was directed by Roger Vadim.
7976,False,Sejong the Great died in 1430.
7977,False,"Pink was born on September 4, 1970."
7978,False,Issa Rae created Arrested Development.
7979,True,Robert Zemeckis has directed movies.
7980,False,Moscovium was discovered in tin mines in the 18th century.
7981,True,Prague's historic center is on UNIDO's list of World Heritage Sites.
7982,True,Ned Stark's cast was nominated for a Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series.
7983,False,Temple Grandin features only male characters.
